course_code,course_name,credits,grade,semester
BUS173,Applied Statistics,3,C,Spring2020
MIS107,Introduction to Computers,3,C-,Spring2020
ACT201,Intro to Financial Accounting,3,B,Spring2020
ECO104,Intro to Macroeconomics,3,C-,Spring2020
MGT314,Production Management,3,A-,Spring2020
MGT368,Entrepreneurship,3,A,Summer2020
MGT351,Human Resource Management,3,B-,Summer2020
ACT202,Intro to Managerial Accounting,3,C,Fall2020
MAT250,Calculus III,3,A,Spring2021
ENG111,Public Speaking,3,C+,Spring2021
CSE499B,Senior Capstone Design II,2,B,Summer2021
EEE141,Electrical Circuits I,3,D,Summer2021
CSE215,Programming Language II,3,D,Summer2021
CSE225L,Data Structures & Algorithms Lab,1,B,Summer2021
CSE115L,Programming Language I Lab,1,C+,Summer2021
CSE101,Introduction to Python Programming,3,D,Fall2021
CSE115,Programming Language I,3,C,Fall2021
MAT125,Linear Algebra,3,A,Spring2022
CSE299,Junior Design Project,1,F,Summer2022
SOC101,Intro to Sociology,3,D,Summer2022
PHY107,Physics I,3,C,Summer2022
CSE499A,Senior Capstone Design I,2,A-,Fall2022
PHY107L,Physics I Lab,1,D,Fall2022
HIS101,Bangladesh History,3,C+,Fall2022
CSE425,Concepts of Programming Languages,3,F,Fall2022
CSE332,Computer Organization & Architecture,3,C,Fall2022
EEE111L,Analog Electronics I Lab,1,B-,Fall2022
CHE101,Chemistry I,3,B+,Spring2023
CSE173,Discrete Mathematics,3,C+,Spring2023
CHE101L,Chemistry I Lab,1,D,Spring2023
ENG103,Intermediate Composition,3,B,Spring2023
CSE231,Digital Logic Design,3,B-,Spring2023
MAT120,Calculus I,3,A,Summer2023
CSE311L,Database Management Systems Lab,1,A,Summer2023
