course_code,course_name,credits,grade,semester
FIN254,Intro to Financial Management,3,A-,Fall2022
MIS107,Introduction to Computers,3,C,Fall2022
MGT314,Production Management,3,B+,Fall2022
MKT202,Introduction to Marketing,3,C-,Fall2022
ACT202,Intro to Managerial Accounting,3,F,Fall2022
HIS102,World Civilization,3,C,Fall2022
PAD201,Public Administration,3,D+,Fall2022
PBH101,Public Health,3,C,Fall2022
ECO201,Intermediate Microeconomics,3,C,Fall2022
ECO204,Intermediate Macroeconomics,3,A,Fall2022
ECO328,Econometrics,3,B+,Fall2022
ACT201,Intro to Financial Accounting,3,C+,Spring2023
INB372,International Business,3,A,Spring2023
BUS173,Applied Statistics,3,C,Spring2023
ECO104,Intro to Macroeconomics,3,C+,Spring2023
ENG115,English Literature,3,B,Spring2023
BIO103L,Biology I Lab,1,A,Spring2023
ECO460,International Trade,3,A,Spring2023
MGT212,Principles of Management,3,C,Summer2023
MIS207,Management Information Systems,3,F,Summer2023
LAW200,Legal Environment of Business,3,A-,Summer2023
ECO101,Intro to Microeconomics,3,B-,Summer2023
HIS101,Bangladesh History,3,F,Summer2023
PHY107,Physics I,3,A,Summer2023
ECO348,Mathematical Economics,3,C-,Summer2023
ECO304,International Economics,3,B-,Summer2023
ENG105,Advanced Composition,3,B,Fall2023
MGT368,Entrepreneurship,3,B-,Fall2023
BUS251,Business Communication,3,C,Fall2023
MGT351,Human Resource Management,3,C+,Fall2023
BUS172,Introduction to Statistics,3,C-,Fall2023
MGT489,Strategic Management,3,C+,Fall2023
PHI401,Ethics / Philosophy,3,C+,Fall2023
ANT101,Anthropology,3,A,Fall2023
BUS498,Internship,4,D,Fall2023
