course_code,course_name,credits,grade,semester
BUS251,Business Communication,3,A-,Fall2023
ENG105,Advanced Composition,3,T,Fall2023
ECO104,Intro to Macroeconomics,3,T,Fall2023
BUS173,Applied Statistics,3,B+,Fall2023
HIS103,History of South Asia,3,T,Fall2023
PHY107,Physics I,3,C,Fall2023
PHY107L,Physics I Lab,1,C+,Fall2023
MKT460,Strategic Marketing,3,A-,Fall2023
MKT470,Marketing Research,3,A,Fall2023
MKT475,Marketing Analytics,3,T,Fall2023
ACT202,Intro to Managerial Accounting,3,C+,Spring2024
LAW200,Legal Environment of Business,3,T,Spring2024
INB372,International Business,3,A,Spring2024
MGT212,Principles of Management,3,A,Spring2024
BEN205,Bengali Literature,3,T,Spring2024
PBH101,Public Health,3,B+,Spring2024
MKT344,Consumer Behaviour,3,A,Spring2024
MGT314,Production Management,3,C+,Summer2024
MGT368,Entrepreneurship,3,A-,Summer2024
MGT351,Human Resource Management,3,C+,Summer2024
FIN254,Intro to Financial Management,3,C,Summer2024
MGT489,Strategic Management,3,B,Summer2024
CHE101,Chemistry I,3,T,Summer2024
MKT337,Promotional Management,3,B,Summer2024
MKT445,Sales Management,3,A-,Summer2024
