course_code,course_name,credits,grade,semester
MAT116,Pre-Calculus,3,A-,Spring2019
CSE225L,Data Structures & Algorithms Lab,1,D,Spring2019
EEE141,Electrical Circuits I,3,C,Spring2019
CSE173,Discrete Mathematics,3,B-,Spring2019
CSE231L,Digital Logic Design Lab,1,A-,Summer2019
CSE373,Design & Analysis of Algorithms,3,A,Fall2019
CSE311L,Database Management Systems Lab,1,B-,Fall2019
CSE311,Database Management Systems,3,D,Fall2019
BIO103,Biology I,3,B,Spring2020
ECO101,Intro to Microeconomics,3,B,Spring2020
BEN205,Bengali Literature,3,C+,Summer2020
SCM310,Supply Chain Management,3,D,Summer2020
BUS251,Business Communication,3,B-,Summer2020
SCM320,Procurement and Inventory,3,A-,Summer2020
PBH101,Public Health,3,B,Fall2020
BUS172,Introduction to Statistics,3,B-,Fall2020
MGT314,Production Management,3,B,Fall2020
MIS207,Management Information Systems,3,B+,Spring2021
BIO103L,Biology I Lab,1,D,Spring2021
BUS173,Applied Statistics,3,C,Spring2021
MKT202,Introduction to Marketing,3,C-,Summer2021
FIN254,Intro to Financial Management,3,A,Fall2021
LAW200,Legal Environment of Business,3,B,Spring2022
PHI401,Ethics / Philosophy,3,D,Spring2022
ACT202,Intro to Managerial Accounting,3,A-,Spring2022
PAD201,Public Administration,3,C,Spring2022
