course_code,course_name,credits,grade,semester
BUS172,Introduction to Statistics,3,A,Fall2021
LAW200,Legal Environment of Business,3,C,Fall2021
MGT351,Human Resource Management,3,C-,Fall2021
HIS102,World Civilization,3,A-,Fall2021
PHY107,Physics I,3,C+,Fall2021
ECO204,Intermediate Macroeconomics,3,B+,Fall2021
MGT314,Production Management,3,A,Spring2022
MIS107,Introduction to Computers,3,C+,Spring2022
ACT202,Intro to Managerial Accounting,3,C+,Spring2022
ECO348,Mathematical Economics,3,C+,Spring2022
PHI401,Ethics / Philosophy,3,B,Summer2022
BUS135,Business Mathematics,3,B,Summer2022
ENG105,Advanced Composition,3,B,Summer2022
ACT201,Intro to Financial Accounting,3,B+,Summer2022
HIS103,History of South Asia,3,B,Summer2022
ENV107L,Environmental Science Lab,1,B-,Summer2022
ECO101,Intro to Microeconomics,3,B,Fall2022
INB372,International Business,3,C+,Fall2022
MGT212,Principles of Management,3,B-,Fall2022
PSY101,Intro to Psychology,3,B,Fall2022
ECO450,Game Theory,3,A-,Fall2022
BUS173,Applied Statistics,3,A-,Spring2023
BEN205,Bengali Literature,3,C,Spring2023
PAD201,Public Administration,3,C,Spring2023
ENV107,Environmental Science,3,B,Spring2023
MKT202,Introduction to Marketing,3,B-,Summer2023
MGT368,Entrepreneurship,3,C+,Summer2023
BUS251,Business Communication,3,C+,Summer2023
ECO201,Intermediate Microeconomics,3,B,Summer2023
BUS498,Internship,4,A-,Summer2023
