course_code,course_name,credits,grade,semester
ACT201,Intro to Financial Accounting,3,C-,Summer2022
BUS173,Applied Statistics,3,F,Spring2023
BUS173,Applied Statistics,3,B,Summer2023
PHY107L,Physics I Lab,1,C,Summer2023
MKT417,Export-Import Management,3,D,Summer2023
MGT489,Strategic Management,3,W,Fall2023
INB372,International Business,3,W,Fall2023
ECO101,Intro to Microeconomics,3,C-,Fall2023
MGT314,Production Management,3,C-,Fall2023
INB495,Special Topics in INB,3,C,Fall2023
LAW200,Legal Environment of Business,3,C-,Spring2024
ECO104,Intro to Macroeconomics,3,D,Spring2024
FIN254,Intro to Financial Management,3,F,Spring2024
CHN101,Chinese Language,3,D+,Summer2024
SOC101,Intro to Sociology,3,W,Summer2024
INB400,International Trade and Finance,3,W,Summer2024
ECO104,Intro to Macroeconomics,3,D,Fall2024
FIN254,Intro to Financial Management,3,C+,Fall2024
