course_code,course_name,credits,grade,semester
MAT116,Pre-Calculus,3,A-,Fall2020
BIO103,Biology I,3,C-,Fall2020
EEE452,Engineering Economics,3,W,Fall2020
CSE331,Microprocessor Interfacing,3,F,Fall2020
CSE231,Digital Logic Design,3,D,Spring2021
CSE231L,Digital Logic Design Lab,1,C-,Spring2021
PHY107L,Physics I Lab,1,C,Spring2021
CSE331,Microprocessor Interfacing,3,C,Spring2021
CSE499A,Senior Capstone Design I,2,D,Summer2021
MAT120,Calculus I,3,W,Summer2021
CSE215,Programming Language II,3,F,Summer2021
ENG103,Intermediate Composition,3,F,Summer2021
MAT125,Linear Algebra,3,C-,Summer2021
HIS102,World Civilization,3,W,Fall2021
CSE101,Introduction to Python Programming,3,D,Fall2021
PHI104,Introduction to Ethics,3,C-,Fall2021
ENG105,Advanced Composition,3,F,Spring2022
CSE327,Software Engineering,3,D+,Spring2022
MAT130,Calculus II,3,F,Spring2022
CSE173,Discrete Mathematics,3,D,Spring2022
EEE141,Electrical Circuits I,3,D+,Spring2022
CSE226,Fundamentals of Vibe Coding,3,W,Summer2022
CSE332,Computer Organization & Architecture,3,F,Summer2022
CSE425,Concepts of Programming Languages,3,D,Summer2022
CSE173,Discrete Mathematics,3,C+,Summer2022
EEE111L,Analog Electronics I Lab,1,C-,Summer2022
CSE225L,Data Structures & Algorithms Lab,1,F,Summer2022
POL104,Political Science,3,W,Summer2022
CSE311L,Database Management Systems Lab,1,W,Fall2022
CSE115L,Programming Language I Lab,1,W,Fall2022
CHE101L,Chemistry I Lab,1,F,Fall2022
MAT250,Calculus III,3,F,Fall2022
CSE499B,Senior Capstone Design II,2,D+,Fall2022
EEE141L,Electrical Circuits I Lab,1,W,Fall2022
MAT250,Calculus III,3,C,Spring2023
CSE425,Concepts of Programming Languages,3,D+,Spring2023
ENG103,Intermediate Composition,3,F,Spring2023
EEE111,Analog Electronics I,3,C-,Spring2023
ENV203,Environmental Studies,3,C,Spring2023
CSE499A,Senior Capstone Design I,2,D,Summer2023
CSE323,Operating Systems Design,3,C-,Summer2023
CSE332,Computer Organization & Architecture,3,C+,Summer2023
CSE145,Introduction to Artificial Intelligence,3,C-,Summer2023
HIS101,Bangladesh History,3,D,Summer2023
MAT130,Calculus II,3,B,Summer2023
CHE101L,Chemistry I Lab,1,C+,Spring2024
ENG105,Advanced Composition,3,C,Summer2024
CSE101,Introduction to Python Programming,3,C,Fall2024
HIS101,Bangladesh History,3,D,Fall2024
