course_code,course_name,credits,grade,semester
BUS172,Introduction to Statistics,3,F,Summer2023
BUS173,Applied Statistics,3,C-,Summer2023
PSY101,Intro to Psychology,3,C,Summer2023
ENV107,Environmental Science,3,C,Summer2023
ACT310,Intermediate Accounting I,3,F,Summer2023
ACT320,Intermediate Accounting II,3,F,Summer2023
MGT212,Principles of Management,3,D+,Fall2023
MGT314,Production Management,3,F,Fall2023
ECO101,Intro to Microeconomics,3,C,Fall2023
MKT202,Introduction to Marketing,3,C-,Fall2023
PSY101L,Psychology Lab,1,W,Fall2023
ECO104,Intro to Macroeconomics,3,F,Spring2024
ACT201,Intro to Financial Accounting,3,D+,Spring2024
MGT314,Production Management,3,C,Spring2024
ENG103,Intermediate Composition,3,F,Spring2024
HIS103,History of South Asia,3,F,Spring2024
SOC101,Intro to Sociology,3,F,Spring2024
ACT360,Advanced Managerial Accounting,3,W,Spring2024
ECO104,Intro to Macroeconomics,3,D,Fall2024
