course_code,course_name,credits,grade,semester
MKT465,Brand Management,3,I,Spring2019
BUS173,Applied Statistics,3,D+,Summer2019
ENG105,Advanced Composition,3,D,Summer2019
MIS207,Management Information Systems,3,D,Summer2019
MGT489,Strategic Management,3,I,Summer2019
MKT344,Consumer Behaviour,3,D,Summer2019
MKT202,Introduction to Marketing,3,C-,Fall2019
BUS172,Introduction to Statistics,3,D,Fall2019
MIS107,Introduction to Computers,3,C-,Spring2020
ENG103,Intermediate Composition,3,D,Spring2020
ANT101,Anthropology,3,D,Spring2020
MKT337,Promotional Management,3,F,Spring2020
ACT202,Intro to Managerial Accounting,3,C-,Summer2020
CHE101,Chemistry I,3,I,Summer2020
MIS207,Management Information Systems,3,D+,Fall2020
BUS172,Introduction to Statistics,3,F,Summer2022
MGT489,Strategic Management,3,F,Summer2022
