course_code,course_name,credits,grade,semester
MAT116,Pre-Calculus,3,A-,Spring2019
EEE141L,Electrical Circuits I Lab,1,A-,Spring2019
CSE425,Concepts of Programming Languages,3,C-,Spring2019
CSE215,Programming Language II,3,C-,Spring2019
EEE111,Analog Electronics I,3,D,Spring2019
CSE231,Digital Logic Design,3,C-,Spring2019
CSE311,Database Management Systems,3,D+,Spring2019
EEE141,Electrical Circuits I,3,F,Summer2019
CSE323,Operating Systems Design,3,C+,Summer2019
CSE331,Microprocessor Interfacing,3,A-,Summer2019
CSE311L,Database Management Systems Lab,1,C-,Fall2019
HIS101,Bangladesh History,3,B,Spring2020
ENG105,Advanced Composition,3,B+,Fall2020
ENG103,Intermediate Composition,3,D,Fall2020
BUS172,Introduction to Statistics,3,B-,Fall2020
PSY101,Intro to Psychology,3,C-,Fall2020
BIO103L,Biology I Lab,1,D+,Fall2020
BUS173,Applied Statistics,3,C+,Spring2021
INB490,Cross-Cultural Management,3,B-,Spring2021
ACT202,Intro to Managerial Accounting,3,B,Spring2021
INB400,International Trade and Finance,3,F,Spring2021
ACT201,Intro to Financial Accounting,3,B,Summer2021
LAW200,Legal Environment of Business,3,C-,Summer2021
BUS251,Business Communication,3,B-,Fall2021
POL104,Political Science,3,D+,Fall2021
