course_code,course_name,credits,grade,semester
BUS172,Introduction to Statistics,3,B,Spring2021
ECO204,Intermediate Macroeconomics,3,C+,Spring2021
MGT212,Principles of Management,3,F,Summer2021
FIN254,Intro to Financial Management,3,W,Summer2021
BUS135,Business Mathematics,3,B+,Fall2021
ECO104,Intro to Macroeconomics,3,C,Fall2021
ENG105,Advanced Composition,3,W,Fall2021
ENG103,Intermediate Composition,3,D,Spring2022
INB372,International Business,3,W,Spring2022
HIS205,Modern History,3,C+,Spring2022
HIS102,World Civilization,3,A,Spring2022
BIO103,Biology I,3,C+,Spring2022
BUS251,Business Communication,3,F,Summer2022
BUS173,Applied Statistics,3,W,Summer2022
LAW200,Legal Environment of Business,3,W,Summer2022
PBH101,Public Health,3,B,Summer2022
ECO201,Intermediate Microeconomics,3,W,Summer2022
