course_code,course_name,credits,grade,semester
MGT314,Production Management,3,A-,Summer2023
BUS251,Business Communication,3,B+,Summer2023
MIS207,Management Information Systems,3,B,Summer2023
ECO101,Intro to Microeconomics,3,B+,Summer2023
ENG105,Advanced Composition,3,A,Summer2023
MKT202,Introduction to Marketing,3,A,Summer2023
PHI401,Ethics / Philosophy,3,B+,Summer2023
MGT351,Human Resource Management,3,A,Summer2023
ECO104,Intro to Macroeconomics,3,A,Summer2023
BUS172,Introduction to Statistics,3,A-,Summer2023
ENG103,Intermediate Composition,3,A,Summer2023
MGT489,Strategic Management,3,A,Summer2023
PHY107,Physics I,3,B,Summer2023
PBH101,Public Health,3,A,Summer2023
MKT344,Consumer Behaviour,3,A-,Summer2023
ACT201,Intro to Financial Accounting,3,A-,Fall2023
MGT368,Entrepreneurship,3,A,Fall2023
INB372,International Business,3,A-,Fall2023
ACT202,Intro to Managerial Accounting,3,B,Fall2023
LAW200,Legal Environment of Business,3,A,Fall2023
HIS205,Modern History,3,A,Fall2023
HIS102,World Civilization,3,B+,Fall2023
SOC101,Intro to Sociology,3,B,Fall2023
MKT470,Marketing Research,3,B+,Fall2023
MKT465,Brand Management,3,B,Fall2023
MKT417,Export-Import Management,3,B,Fall2023
MIS107,Introduction to Computers,3,A,Spring2024
BUS135,Business Mathematics,3,A,Spring2024
FIN254,Intro to Financial Management,3,A,Spring2024
BUS173,Applied Statistics,3,B-,Spring2024
MGT212,Principles of Management,3,A,Spring2024
ENG115,English Literature,3,B+,Spring2024
POL104,Political Science,3,A,Spring2024
ENV107,Environmental Science,3,A,Spring2024
PBH101L,Public Health Lab,1,A,Spring2024
MKT337,Promotional Management,3,A-,Spring2024
MKT460,Strategic Marketing,3,A,Spring2024
BUS498,Internship,4,B+,Spring2024
