course_code,course_name,credits,grade,semester
ECO104,Intro to Macroeconomics,3,F,Summer2020
MKT202,Introduction to Marketing,3,C-,Summer2020
BUS173,Applied Statistics,3,C,Summer2020
MGT314,Production Management,3,C,Summer2020
HIS102,World Civilization,3,C,Summer2020
MKT460,Strategic Marketing,3,W,Summer2020
MKT450,Marketing Channels,3,F,Summer2020
MKT445,Sales Management,3,F,Summer2020
ECO101,Intro to Microeconomics,3,F,Fall2020
BUS172,Introduction to Statistics,3,C,Fall2020
INB372,International Business,3,C,Fall2020
MGT368,Entrepreneurship,3,W,Fall2020
PHI401,Ethics / Philosophy,3,D+,Fall2020
ACT202,Intro to Managerial Accounting,3,D,Fall2020
MGT489,Strategic Management,3,C-,Fall2020
MGT212,Principles of Management,3,F,Fall2020
BUS251,Business Communication,3,C,Fall2020
HIS103,History of South Asia,3,C-,Fall2020
PBH101,Public Health,3,F,Fall2020
PBH101L,Public Health Lab,1,C-,Fall2020
MKT337,Promotional Management,3,D+,Fall2020
MKT344,Consumer Behaviour,3,C-,Fall2020
MGT212,Principles of Management,3,D,Spring2021
ECO101,Intro to Microeconomics,3,D,Fall2024
