course_code,course_name,credits,grade,semester
ACT201,Intro to Financial Accounting,3,B-,Summer2021
ENG103,Intermediate Composition,3,B+,Summer2021
BUS135,Business Mathematics,3,B-,Summer2021
MGT489,Strategic Management,3,C,Summer2021
ENG105,Advanced Composition,3,B+,Summer2021
CHN101,Chinese Language,3,C,Summer2021
HIS205,Modern History,3,C,Summer2021
ENV107,Environmental Science,3,B,Summer2021
SCM320,Procurement and Inventory,3,B,Summer2021
MGT490,Project Management,3,C+,Summer2021
MGT390,Warehouse Management,3,A,Summer2021
BUS172,Introduction to Statistics,3,B,Fall2021
LAW200,Legal Environment of Business,3,A-,Fall2021
ECO101,Intro to Microeconomics,3,B+,Fall2021
BIO103,Biology I,3,A,Fall2021
CHE101,Chemistry I,3,C+,Fall2021
MGT212,Principles of Management,3,B,Spring2022
MGT351,Human Resource Management,3,A-,Spring2022
MGT368,Entrepreneurship,3,B-,Spring2022
MKT202,Introduction to Marketing,3,C,Spring2022
INB372,International Business,3,A-,Spring2022
POL104,Political Science,3,C+,Spring2022
MIS207,Management Information Systems,3,C+,Summer2022
MIS107,Introduction to Computers,3,A-,Summer2022
ECO104,Intro to Macroeconomics,3,B+,Summer2022
ACT202,Intro to Managerial Accounting,3,B,Summer2022
SOC101,Intro to Sociology,3,C,Summer2022
SCM310,Supply Chain Management,3,A-,Summer2022
SCM450,Supply Chain Analytics,3,A,Summer2022
BUS498,Internship,4,B-,Summer2022
