course_code,course_name,credits,grade,semester
MGT314,Production Management,3,A-,Fall2022
ENG105,Advanced Composition,3,B,Fall2022
MIS207,Management Information Systems,3,B,Fall2022
BUS135,Business Mathematics,3,A,Fall2022
ECO101,Intro to Microeconomics,3,B+,Fall2022
BEN205,Bengali Literature,3,B-,Fall2022
HIS102,World Civilization,3,B-,Fall2022
MKT337,Promotional Management,3,C+,Fall2022
MKT460,Strategic Marketing,3,B,Fall2022
MKT470,Marketing Research,3,B,Fall2022
BUS173,Applied Statistics,3,B-,Spring2023
ECO104,Intro to Macroeconomics,3,B,Spring2023
MGT368,Entrepreneurship,3,C,Spring2023
ENG103,Intermediate Composition,3,B+,Spring2023
INB372,International Business,3,C,Spring2023
ANT101,Anthropology,3,B+,Spring2023
CHE101,Chemistry I,3,B-,Spring2023
ENV107,Environmental Science,3,A,Spring2023
MGT351,Human Resource Management,3,A-,Summer2023
BUS172,Introduction to Statistics,3,B,Summer2023
PHI401,Ethics / Philosophy,3,B+,Summer2023
MIS107,Introduction to Computers,3,B,Summer2023
FIN254,Intro to Financial Management,3,B,Summer2023
HIS101,Bangladesh History,3,B+,Summer2023
CHE101L,Chemistry I Lab,1,B+,Summer2023
MKT344,Consumer Behaviour,3,B+,Summer2023
MKT330,Retail Management,3,A,Summer2023
MKT355,Agricultural Marketing,3,A-,Summer2023
ACT202,Intro to Managerial Accounting,3,B,Fall2023
ACT201,Intro to Financial Accounting,3,C-,Fall2023
MGT489,Strategic Management,3,A,Fall2023
MGT212,Principles of Management,3,B,Fall2023
MKT202,Introduction to Marketing,3,B,Fall2023
POL104,Political Science,3,B+,Fall2023
PHY107,Physics I,3,B,Fall2023
BUS498,Internship,4,B,Fall2023
