course_code,course_name,credits,grade,semester
MAT116,Pre-Calculus,3,A-,Fall2022
CSE231,Digital Logic Design,3,A-,Fall2022
ENG103,Intermediate Composition,3,A,Fall2022
CSE215,Programming Language II,3,T,Fall2022
PHY107,Physics I,3,T,Fall2022
PHY107L,Physics I Lab,1,B+,Fall2022
CSE115L,Programming Language I Lab,1,A,Fall2022
CSE331,Microprocessor Interfacing,3,B+,Fall2022
CSE101,Introduction to Python Programming,3,C,Fall2022
MAT120,Calculus I,3,B,Fall2022
BIO103L,Biology I Lab,1,B,Fall2022
CEE110,Engineering Drawing,1,T,Spring2023
CSE231L,Digital Logic Design Lab,1,C,Spring2023
CSE173,Discrete Mathematics,3,T,Spring2023
CSE332,Computer Organization & Architecture,3,A,Spring2023
HIS101,Bangladesh History,3,B+,Spring2023
EEE141,Electrical Circuits I,3,T,Spring2023
CSE311L,Database Management Systems Lab,1,C,Spring2023
EEE111,Analog Electronics I,3,C,Spring2023
ECO104,Intro to Macroeconomics,3,A-,Spring2023
CSE145,Introduction to Artificial Intelligence,3,C+,Summer2023
MAT130,Calculus II,3,T,Summer2023
CSE115,Programming Language I,3,C,Summer2023
PHI104,Introduction to Ethics,3,C+,Summer2023
CHE101L,Chemistry I Lab,1,B,Summer2023
PHY108,Physics II,3,B,Summer2023
CSE215L,Programming Language II Lab,1,T,Fall2023
EEE141L,Electrical Circuits I Lab,1,A-,Fall2023
MAT125,Linear Algebra,3,T,Fall2023
CSE311,Database Management Systems,3,T,Fall2023
CSE499A,Senior Capstone Design I,2,A-,Fall2023
CSE499B,Senior Capstone Design II,2,C+,Fall2023
EEE111L,Analog Electronics I Lab,1,B+,Fall2023
BIO103,Biology I,3,C+,Fall2023
CSE225L,Data Structures & Algorithms Lab,1,T,Fall2023
CHE101,Chemistry I,3,B,Fall2023
CSE225,Data Structures & Algorithms,3,B+,Fall2023
POL101,Intro to Political Science,3,C+,Fall2023
ENV203,Environmental Studies,3,B,Fall2023
